Canonical Object ID,Title,Brand / Promoter,Date Text,Object Type,Source Occurrence Count,Member Record IDs,Duplicate Group,Canonical Decision,Confidence,Rights Code,Research Status,Object URL
OBJ-0164,Lee Cooper freestyle stunt competition,Lee Cooper; BMX Action Bike,December 1982/January 1983,Event entry / pre-registration advertisement,1,EPH-0174,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0164
OBJ-0165,Diamond Back Teamfinder race series launch,Diamond Back; Lee Cooper,December 1982/January 1983,Factory-team history,1,EPH-0175,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0165
OBJ-0166,First National BMX Poll ballot,BMX Action Bike,December 1982/January 1983,Contest entry form,1,EPH-0176,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0166
OBJ-0167,Diamond Back Turbo national-poll prize,Diamond Back; Harry Leary,December 1982/January 1983,Event prize promotion,1,EPH-0177,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0167
OBJ-0168,Skyway Tuff II national-poll prize,Skyway,December 1982/January 1983,Event prize promotion,1,EPH-0178,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0168
OBJ-0169,Bell lightweight helmet national-poll prize,Bell,December 1982/January 1983,Event prize promotion,1,EPH-0179,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0169
OBJ-0170,Asahi Action Spokes product advertisement,Asahi; Ron Kitching,December 1982/January 1983,Product literature,1,EPH-0180,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0170
OBJ-0171,King Sticker five-sticker and jumbo-pack offer,King Sticker,December 1982/January 1983,Information-pack mailer,1,EPH-0181,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0238 (King Sticker five-pack / jumbo-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0171
OBJ-0172,Raleigh Pro Burner Christmas price promotion,Raleigh; Cycle Warehouse,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0182,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0172
OBJ-0173,Diatron Wildcat convertible helmet launch,Diatron,December 1982/January 1983,Product announcement / kit,1,EPH-0183,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0173
OBJ-0174,Piranha cast-wheel bicycle launch advertisement,Piranha,December 1982/January 1983,Product announcement / kit,1,EPH-0184,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0174
OBJ-0175,Hot Wheels BMX Centre imported-product advertisement,Hot Wheels BMX Centre,December 1982/January 1983,Dealer/shop advertisement,1,EPH-0185,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0139 (Hot Wheels Centre retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0175
OBJ-0176,Original and replica Kuwahara E.T. price advertisement,Kuwahara; Isaac Henderson BMX,December 1982/January 1983,Retailer advertisement / price list,1,EPH-0186,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0176
OBJ-0177,Nine-bike shootout overview,BMX Action Bike,December 1982/January 1983,Product-history object,1,EPH-0187,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0177
OBJ-0178,Huffy Pro 2 shootout test,Huffy,December 1982/January 1983,Product-history object,1,EPH-0188,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0178
OBJ-0179,Cycle Pro Macho shootout test,Cycle Pro,December 1982/January 1983,Product-history object,1,EPH-0189,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0179
OBJ-0180,Falcon BMX shootout test,Falcon,December 1982/January 1983,Product-history object,1,EPH-0190,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0180
OBJ-0181,California Star and Trax Pro comparison,California; Halfords,December 1982/January 1983,Product-history object,1,EPH-0191,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0181
OBJ-0182,ABMX repeat light-and-reflector offer,BMX Action Bike,December 1982/January 1983,Information-pack mailer,1,EPH-0192,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0182
OBJ-0183,Robinson Racing sticker-and-catalogue mailer,Robinson Racing Products,December 1982/January 1983,Catalog mailer,1,EPH-0193,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0183
OBJ-0184,UNI eight-ounce BMX seat launch,UNI; Hotshot BMX,February/March 1983,Product announcement / kit,1,EPH-0194,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0184
OBJ-0185,SR Cycles bicycle-reservation and free-delivery offer,SR Cycles,February/March 1983,Dealer advertisement / price-list lead,1,EPH-0195,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0185
OBJ-0186,Holdsworth BMX Centres multi-location advertisement,Holdsworth BMX Centres,February/March 1983,Dealer/shop advertisement,1,EPH-0196,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0161 (Holdsworth multi-brand retailer campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0186
OBJ-0187,ABMX light set and reflective-clip offer,BMX Action Bike,February/March 1983,Information-pack mailer,1,EPH-0197,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0187
OBJ-0188,ABMX blue-and-gold binder offer,BMX Action Bike,February/March 1983,Catalog mailer,1,EPH-0198,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0188
OBJ-0189,ABMX blue-and-yellow race-shirt offer,BMX Action Bike,February/March 1983,Information-pack mailer,1,EPH-0199,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0189
OBJ-0190,Araya ADX-7W aero-rim product notice,Araya,February/March 1983,Product literature,1,EPH-0200,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0190
OBJ-0191,Naga chromoly and fluted-alloy seatpost range,Naga,February/March 1983,Product literature,1,EPH-0201,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0191
OBJ-0192,MKS BM-10 and Grafight-X pedal range,MKS,February/March 1983,Product literature,1,EPH-0202,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0192
OBJ-0193,Raleigh Burner five-model retail price list,Raleigh; Cycle Warehouse,February/March 1983,Retailer advertisement / price list,1,EPH-0203,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0112 (Raleigh Burner range / price-list campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0193
OBJ-0194,"Max checker hats, jerseys, and race-pants advertisement",Max; Alans BMX,February/March 1983,Retailer advertisement / price list,1,EPH-0204,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0194
OBJ-0195,Halfords BMX Nations Cup pre-registration form,Halfords; BMX Action Bike,February/March 1983,Event registration coupon,1,EPH-0205,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0195
OBJ-0196,Great Meeting survey and Firebird frame-set competition,BMX Action Bike; Firebird; DP Racing,February/March 1983,Contest entry form / promotion,1,EPH-0206,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0196
OBJ-0197,Cycle Trader BMX retail survey issue advertisement,Cycle Trader,February/March 1983,Product literature,1,EPH-0207,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0197
OBJ-0198,YES Products word-building competition,YES Products; BMX Action Bike,February/March 1983,Contest entry form,1,EPH-0208,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0198
OBJ-0199,Firebird British chromoly frame-set feature,Firebird; DP Racing,February/March 1983,Product-history object,1,EPH-0209,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0199
OBJ-0200,Mongoose Pro Class complete-bike test,Mongoose,February/March 1983,Product-history object,1,EPH-0210,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0200
OBJ-0201,Mongoose Pro Class lightweight wheel system,Mongoose,February/March 1983,Product literature,1,EPH-0211,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0201
OBJ-0202,Bournemouth BMX track-focus report,Bournemouth BMX,February/March 1983,Archive collection,1,EPH-0212,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0202
OBJ-0203,Diatron Wildcat helmet and race-pants advertisement,Diatron,February/March 1983,Retailer advertisement / price list,1,EPH-0213,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0203
OBJ-0204,Surrey BMX Kuwahara complete-bike price list,Surrey BMX; Kuwahara,February/March 1983,Retailer advertisement / price list,1,EPH-0214,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0204
OBJ-0205,Surrey BMX frame-and-fork price list,Surrey BMX; Race Inc; GT; MCS; PK Ripper; Torker; JMC,February/March 1983,Retailer advertisement / price list,1,EPH-0215,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0205
OBJ-0206,Surrey BMX wheel-system price list,Surrey BMX; Skyway; ACS; Ukai; SunTour,February/March 1983,Retailer advertisement / price list,1,EPH-0216,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0206
OBJ-0207,Hadley precision bottom-bracket listing,Hadley,February/March 1983,Product literature,1,EPH-0217,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0207
OBJ-0208,Haro Freestyle Moves book offer,Haro,February/March 1983,Catalog mailer,1,EPH-0218,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0208
OBJ-0209,Redline Flight Cranks 401 Series listing,Redline,February/March 1983,Product literature,1,EPH-0219,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0209
OBJ-0210,Vans Style 95 BMX shoe listing,Vans,February/March 1983,Product literature,1,EPH-0220,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0210
OBJ-0211,ABMX national track-list publication,BMX Action Bike,February/March 1983,Archive collection,1,EPH-0221,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0211
OBJ-0212,California Lite pad-system advertisement,California Lite; Johar,April/May 1983,Product literature,1,EPH-0222,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0212
OBJ-0213,Strongs headset-bearing protector offer,Strongs Bicycles,April/May 1983,Product literature,1,EPH-0223,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0213
OBJ-0214,Strongs BMX race-shirt offer,Strongs Bicycles,April/May 1983,Retailer advertisement / price list,1,EPH-0224,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0214
OBJ-0215,Strongs free sticker-brochure mailer,Strongs Bicycles,April/May 1983,Information-pack mailer,1,EPH-0225,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0215
OBJ-0216,Best of 1982 national reader-poll results,BMX Action Bike,April/May 1983,Archive collection,1,EPH-0226,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0216
OBJ-0217,Scottish BMX Association formation notice,Scottish BMX Association,April/May 1983,Factory-team history,1,EPH-0227,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0217
OBJ-0218,Northern Leisure open-meeting series notice,Northern Leisure BMX,April/May 1983,Event notice / contact flyer,1,EPH-0228,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0218
OBJ-0219,Silverfox complete-bike reader giveaway,Silverfox; BMX Action Bike,April/May 1983,Contest entry form / promotion,1,EPH-0229,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0219
OBJ-0220,Harry Leary and Andy Patterson starting guide,Harry Leary; Andy Patterson; BMX Action Bike,April/May 1983,Product literature,1,EPH-0230,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0220
OBJ-0221,Haro Freestyle Moves equipment chapter,Haro; Bob Haro,April/May 1983,Product literature,1,EPH-0231,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0221
OBJ-0222,ABMX free private Sales and Swaps service,BMX Action Bike,April/May 1983,Dealer advertisement / price-list lead,1,EPH-0232,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0222
OBJ-0223,City BMX race-pants mail-order offer,City BMX,April/May 1983,Retailer advertisement / price list,1,EPH-0233,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0223
OBJ-0224,City BMX lightweight race-helmet offer,City BMX,April/May 1983,Retailer advertisement / price list,1,EPH-0234,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0224
OBJ-0225,City BMX shoulder-protector offer,City BMX,April/May 1983,Retailer advertisement / price list,1,EPH-0235,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0225
OBJ-0226,Hot Wheels BMX Centre opening offers,Hot Wheels BMX Centre,April/May 1983,Retailer advertisement / price list,1,EPH-0236,,RETAIN — issue-specific occurrence pending visual comparison,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0226
OBJ-0227,"Haro Freestyler, Kuwahara Oval, CW, and SE Floval stock notice",Hot Wheels BMX Centre; Haro; Kuwahara; CW; SE Racing,April/May 1983,Dealer advertisement / price-list lead,1,EPH-0237,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0227
OBJ-0228,King Sticker five-pack and jumbo-pack offer,King Sticker,April/May 1983,Information-pack mailer,1,EPH-0238,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0181 (King Sticker five-pack / jumbo-pack campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0228
OBJ-0229,NBMXA race-licence and rule-book offer,NBMXA,April/May 1983,Event registration coupon,1,EPH-0239,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0229
OBJ-0230,Hotshot price-list and free-sticker mailer,Hotshot BMX Racing,April/May 1983,Dealer price-list / sticker offer,1,EPH-0240,,REVIEW — recurring-campaign candidate; retain separately pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending. Duplicate relationship review open against EPH-0086 (Hotshot price-list / free-sticker campaign).,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0230
OBJ-0231,Huffy Pro Lightning complete-bike test,Huffy,April/May 1983,Product-history object,1,EPH-0241,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0231
OBJ-0232,Halfords BMX accessories range advertisement,Halfords,April/May 1983,Retailer advertisement / price list,1,EPH-0242,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0232
OBJ-0233,Huffy Pro Lightning specification and retail-price record,Huffy,April/May 1983,Product literature,1,EPH-0243,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0233
OBJ-0234,Ride-On sealed-bearing mag-wheel hub kit,Ride-On MX Products,April/May 1983,Product announcement / kit,1,EPH-0244,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0234
OBJ-0235,Sharp Racing Products bottom-bracket boot,Sharp Racing Products,April/May 1983,Product announcement / kit,1,EPH-0245,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0235
OBJ-0236,Lee Cooper Ready to Go BMX video,Lee Cooper; Reflex Publications,April/May 1983,Product literature,1,EPH-0246,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0236
OBJ-0237,USA professional BMX action video,BMX Video,April/May 1983,Product literature,1,EPH-0247,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0237
OBJ-0238,BMX Action Bike six-issue subscription offer,BMX Action Bike,April/May 1983,Catalog mailer,1,EPH-0248,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0238
OBJ-0239,Yamaha professional racing-outfit competition,Yamaha; BMX Action Bike,April/May 1983,Contest entry form / promotion,1,EPH-0249,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0239
OBJ-0240,Gainsborough Firebird frame-and-fork retail offer,Gainsborough Cycle Centre; Firebird,April/May 1983,Retailer advertisement / price list,1,EPH-0250,,RETAIN — issue-specific occurrence pending visual comparison,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://article134-tech.github.io/lititzbmx-public-knowledge-register/objects/index.html#OBJ-0240
