Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0435,v1.2 chronological census,V12-ABMX-0374,Archive collection,Tracy McKinney Me & My Bike profile,1983,1983,September 1983,Tracy McKinney; BMX Action Bike,"Rider-and-equipment profile documenting racing background, bicycle setup, and competitive experience.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,tracy mckinney me my bike profile september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 62 onward. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0436,v1.2 chronological census,V12-ABMX-0375,Product announcement / kit,September Trick Stuff product roundup,1983,1983,September 1983,BMX Action Bike; period manufacturers,Editorial product roundup recording newly introduced BMX components and accessories.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,september trick stuff product roundup september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 54. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0437,v1.2 chronological census,V12-ABMX-0376,Catalog mailer,BMX Action Bike September back-copy mailer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Mail-order offer for available prior issues.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september back copy mailer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0438,v1.2 chronological census,V12-ABMX-0377,Catalog mailer,BMX Action Bike September binder offer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Mail-order binder for preserving twelve issues.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september binder offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0439,v1.2 chronological census,V12-ABMX-0378,Catalog mailer,BMX Action Bike September subscription offer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Subscription rate card for United Kingdom and international readers.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september subscription offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0440,v1.2 chronological census,V12-ABMX-0379,Information-pack mailer,King Sticker September packet offer,1983,1983,September 1983,King Sticker,Mail-order sticker packet promotion.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,king sticker september packet offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed advertisement section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0441,v1.2 chronological census,V12-ABMX-0380,Product literature,SportsPlus BMX track-design service campaign,1983,1983,September 1983,SportsPlus,Professional track-design and landscaping service advertisement.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,sportsplus bmx track design service campaign september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed advertisement section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0442,v1.2 chronological census,V12-ABMX-0381,Product announcement / kit,Skyway coaster conversion-kit announcement,1983,1983,September 1983,Skyway,Industry news item announcing a coaster conversion kit for freestyle riders.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,skyway coaster conversion kit announcement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0443,v1.2 chronological census,V12-ABMX-0382,Product announcement / kit,Yes motorized-visor helmet announcement,1983,1983,September 1983,Yes,Industry news item announcing a powered helmet visor and proposed remote handlebar control.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,yes motorized visor helmet announcement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0444,v1.2 chronological census,V12-ABMX-0383,Factory-team history,Hutch United Kingdom factory-team formation notice,1983,1983,September 1983,Hutch; Damion Myles,Factory-team news announcing a new UK squad and its first named rider.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,hutch united kingdom factory team formation notice september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-006,"Teams, riders, and brand campaigns"
EPH-0445,v1.2 chronological census,V12-ABMX-0384,Product announcement / kit,TI Reynolds experimental aero-tubing notice,1983,1983,September 1983,TI Reynolds; Raleigh,Industry news documenting experimental aero BMX tubing development.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,ti reynolds experimental aero tubing notice september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0446,v1.2 chronological census,V12-ABMX-0385,Archive collection,September United Kingdom BMX track-development roundup,1983,1983,September 1983,BMX Action Bike; local authorities and clubs,"Track-development news covering planned and active facilities across Bristol, Birmingham, Glasgow, London, and other communities.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,september united kingdom bmx track development roundup september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0447,v1.2 chronological census,V12-ABMX-0386,Product literature,Stunting over-the-bars instructional feature,1983,1983,September 1983,BMX Action Bike,Technique feature documenting controlled over-the-bars stunt execution.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,stunting over the bars instructional feature september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 28 feature listing. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0448,v1.2 chronological census,V12-ABMX-0387,Archive collection,Sid’s Amazing Leap stunt documentation,1983,1983,September 1983,Sid; BMX Action Bike,Period stunt feature preserving a notable jump and its publication context.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,sid s amazing leap stunt documentation september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 31 feature listing. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0449,v1.2 chronological census,V12-ABMX-0388,Product literature,ACS Z-Wheels Mike Buff technology campaign,1983,1983,October 1983,ACS; Mike Buff,"Product campaign linking ACS Z-Wheels, Z-Hubs, and stunt performance to Mike Buff.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,acs z wheels mike buff technology campaign october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0450,v1.2 chronological census,V12-ABMX-0389,Retailer advertisement / price list,"Torker 260, 280X, and 340 October price advertisement",1983,1983,October 1983,Torker; UK distributor,Complete-bike and cruiser advertisement with model specifications and retail prices.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,torker 260 280x and 340 october price advertisement october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 4–5. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0451,v1.2 chronological census,V12-ABMX-0390,Retailer advertisement / price list,Big W October BMX specials,1983,1983,October 1983,Big W,"Retail campaign for handlebars, seatposts, Firebird framesets, repair kits, and major complete-bike brands.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,big w october bmx specials october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 4–5. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0452,v1.2 chronological census,V12-ABMX-0391,Event notice / contact flyer,October 1983 BMX race calendar,1983,1983,October 1983,BMX Action Bike; UKBMX; NBMXA; regional organizers,"Month-ahead calendar for national, regional, club, open, and international events.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,october 1983 bmx race calendar october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed race-calendar section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-005,"Events, registration, and membership"
EPH-0453,v1.2 chronological census,V12-ABMX-0392,Contest entry form / promotion,Marlboro Zapper bicycle recognition giveaway,1983,1983,October 1983,BMX Action Bike; Marlboro,Reader bicycle-recognition contest awarding a Zapper BMX bicycle.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,marlboro zapper bicycle recognition giveaway october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 13–14. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-004,Contests and promotions
EPH-0454,v1.2 chronological census,V12-ABMX-0393,Product literature,Backyard quarter-pipe construction and riding feature,1983,1983,October 1983,BMX Action Bike; home builders,Do-it-yourself feature documenting backyard quarter-pipe construction and riding.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,backyard quarter pipe construction and riding feature october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 14–18. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0455,v1.2 chronological census,V12-ABMX-0394,Archive collection,1983 IBMXF World Championships Slagharen report,1983,1983,October 1983,IBMXF; Clint Miller; Greg Hill; international teams,"International championship report documenting seventeen nations, professional racing, results, and BMX's global growth.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,1983 ibmxf world championships slagharen report october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 22–35. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0456,v1.2 chronological census,V12-ABMX-0395,Product literature,Grease Monkey chain and transmission maintenance guide,1983,1983,October 1983,BMX Action Bike; Geoff Barraclough; Ian Buckden,"Technical guide covering chain inspection, cleaning, tension, wear, and transmission maintenance.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,grease monkey chain and transmission maintenance guide october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 35–37. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0457,v1.2 chronological census,V12-ABMX-0396,Product-history object,Patterson Pro frame-and-fork editorial test,1983,1983,October 1983,Patterson; BMX Action Bike,"Editorial test of the Patterson Pro frameset, construction, geometry, finish, and race performance.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,patterson pro frame and fork editorial test october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 37–44. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0458,v1.2 chronological census,V12-ABMX-0397,Archive collection,Clint Miller Making of a World Champion profile,1983,1983,October 1983,Clint Miller; Kuwahara; Craig Kundig,"Career profile documenting Miller's move from Torker, team management, machine development, training, and world title.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,clint miller making of a world champion profile october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 47–51. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0459,v1.2 chronological census,V12-ABMX-0398,Archive collection,NBMXA affiliated-club and rulebook noticeboard,1983,1983,October 1983,NBMXA,Association notice documenting newly affiliated clubs and the British BMX rulebook offer.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,nbmxa affiliated club and rulebook noticeboard october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 52. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0460,v1.2 chronological census,V12-ABMX-0399,Event registration coupon,UKBMX October membership and insurance application,1983,1983,October 1983,UKBMX,Membership application documenting UK competition membership and optional European and worldwide extensions.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,ukbmx october membership and insurance application october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 52. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-005,"Events, registration, and membership"
EPH-0461,v1.2 chronological census,V12-ABMX-0400,Dealer advertisement / price-list lead,ABMX October Sales and Swaps marketplace,1983,1983,October 1983,BMX Action Bike; UKBMX Publications,"Private classified marketplace preserving period asking prices, wanted notices, and swaps.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,abmx october sales and swaps marketplace october 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed pages 50–52. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0462,v1.2 chronological census,V12-ABMX-0401,Product-history object,Diamond Back Viper thrash test,1983,1983,October 1983,Diamond Back; BMX Action Bike,"Editorial test of the Viper complete bicycle, rider sizing, handling, components, and approximate retail context.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,diamond back viper thrash test october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 55–57. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0463,v1.2 chronological census,V12-ABMX-0402,Product literature,Neil Stevens freestyle hop-back guide,1983,1983,October 1983,Neil Stevens; BMX Action Bike,Step-by-step freestyle instruction for reversing through repeated hop-back movements.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,neil stevens freestyle hop back guide october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 58–59. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0464,v1.2 chronological census,V12-ABMX-0403,Archive collection,Craig Strong Me & My Bike profile,1983,1983,October 1983,Craig Strong; BMX Action Bike,"Rider-and-equipment profile documenting wheelie performance, bicycle history, and setup.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,craig strong me my bike profile october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed feature pages 58–62. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0465,v1.2 chronological census,V12-ABMX-0404,Retailer advertisement / price list,Pedal Pushers October mail-order price list,1983,1983,October 1983,Pedal Pushers; Kuwahara; GT; Diamond Back,"Mail-order list for complete bikes, framesets, wheels, components, and custom builds.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,pedal pushers october mail order price list october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 10–12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0466,v1.2 chronological census,V12-ABMX-0405,Retailer advertisement / price list,Stechford Cycles October component price list,1983,1983,October 1983,Stechford Cycles; Tange; ACS; Yes; CW; Haro,"Retail list for forks, rims, shoes, grips, bars, protective equipment, and number plates.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,stechford cycles october component price list october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 10–12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
