id,source_object_id,source_record_id,canonical_object_id,brand,product_model,product_type,issue_date,observation_year,price_numeric,currency,displayed_price,price_basis,geography_context,source_type,directness_evidence,confidence,source_url,rights_code,observation_key,duplicate_decision,normalization_note,accessed,source_family,source_identity,access_host,access_route
ABMX-PR-0306,V20-ABMX-0037,,,Firebird,Delta II frame,Frame,November 1983,,85,GBP,£85.00,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,firebird delta ii frame november 1983 85 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0307,V20-ABMX-0037,,,Suntour,Beartrap pedals,Pedals,November 1983,,13.99,GBP,£13.99,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,suntour beartrap pedals november 1983 13 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0308,V20-ABMX-0037,,,Wizard,Number plate,Number plate,November 1983,,11.99,GBP,£11.99,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,wizard number plate november 1983 11 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0309,V20-ABMX-0008,,,Kuwahara,KE 2.5 complete bicycle,Complete bicycle,November 1983,,259,GBP,£259.00 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,kuwahara ke 2 5 complete bicycle november 1983 259 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0310,V20-ABMX-0008,,,Kuwahara,KE 2 complete bicycle,Complete bicycle,November 1983,,210.95,GBP,£210.95 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,kuwahara ke 2 complete bicycle november 1983 210 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0311,V20-ABMX-0008,,,Torker,280X complete bicycle,Complete bicycle,November 1983,,224.95,GBP,£224.95 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,torker 280x complete bicycle november 1983 224 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0312,V20-ABMX-0008,,,Redline,600A complete bicycle,Complete bicycle,November 1983,,229.95,GBP,£229.95 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,redline 600a complete bicycle november 1983 229 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0313,V20-ABMX-0008,,,Redline,Carrera II complete bicycle,Complete bicycle,November 1983,,379.95,GBP,£379.95 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,redline carrera ii complete bicycle november 1983 379 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0314,V20-ABMX-0008,,,GT,Pro or Standard complete bicycle,Complete bicycle,November 1983,,239.95,GBP,£239.95 plus carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,gt pro or standard complete bicycle november 1983 239 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0315,V20-ABMX-0019,,,Skyway,TA frame and forks,Frame and fork set,November 1983,,170,GBP,£170.00,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,skyway ta frame and forks november 1983 170 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0316,V20-ABMX-0019,,,GT,Frame and forks,Frame and fork set,November 1983,,119.95,GBP,£119.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,gt frame and forks november 1983 119 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0317,V20-ABMX-0019,,,Redline,600A frame and forks,Frame and fork set,November 1983,,134.95,GBP,£134.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,redline 600a frame and forks november 1983 134 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0318,V20-ABMX-0019,,,Kuwahara,1983 frame and forks,Frame and fork set,November 1983,,144.95,GBP,£144.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,kuwahara 1983 frame and forks november 1983 144 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0319,V20-ABMX-0019,,,Skyway,Tuff wheel pair,Wheelset,November 1983,,59.95,GBP,£59.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,skyway tuff wheel pair november 1983 59 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0320,V20-ABMX-0019,,,ACS,Z wheel pair,Wheelset,November 1983,,42.95,GBP,£42.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,acs z wheel pair november 1983 42 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0321,V20-ABMX-0019,,,Ukai,Wheel pair,Wheelset,November 1983,,40.95,GBP,£40.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,ukai wheel pair november 1983 40 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0322,V20-ABMX-0019,,,Tange,TRX forks,Fork,November 1983,,21.95,GBP,£21.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,tange trx forks november 1983 21 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0323,V20-ABMX-0019,,,Tange,ARX forks,Fork,November 1983,,25.95,GBP,£25.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,tange arx forks november 1983 25 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0324,V20-ABMX-0019,,,Shimano,DX pedals,Pedals,November 1983,,15.95,GBP,£15.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,shimano dx pedals november 1983 15 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0325,V20-ABMX-0019,,,ACS,Pedals,Pedals,November 1983,,10.25,GBP,£10.25,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,acs pedals november 1983 10 25 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0326,V20-ABMX-0020,,,G-Wheels,Dipper GS complete bicycle,Complete bicycle,November 1983,,119.95,GBP,£119.95 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,g wheels dipper gs complete bicycle november 1983 119 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0327,V20-ABMX-0033,,,Puch,Challenger Pro complete bicycle,Complete bicycle,November 1983,,169.95,GBP,£169.95 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,puch challenger pro complete bicycle november 1983 169 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0328,V20-ABMX-0033,,,Araya,7X wheel pair,Wheelset,November 1983,,39.99,GBP,£39.99 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,araya 7x wheel pair november 1983 39 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0329,V20-ABMX-0033,,,Araya,ADX wheel pair,Wheelset,November 1983,,44.99,GBP,£44.99 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,araya adx wheel pair november 1983 44 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0330,V20-ABMX-0033,,,ACS,Z rim pair,Rim pair,November 1983,,39.99,GBP,£39.99 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,acs z rim pair november 1983 39 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0331,V20-ABMX-0033,,,Skyway,Tuff wheel pair,Wheelset,November 1983,,59.95,GBP,£59.95 plus postage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,skyway tuff wheel pair november 1983 59 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0332,V20-ABMX-0030,,,BMX Action Bike,Hardcover BMX Action Bike Book,Book,November 1983,,2.99,GBP,£2.99,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/86-november-nineteen-eighty-three,INDEX-ONLY,bmx action bike hardcover bmx action bike book november 1983 2 99 gbp https previouspage co uk magazines bmx 20action 20bike issues 86 november nineteen eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0333,V20-ABMX-0050,,,Stechford Cycles,Californian complete bike,Complete bike,December 1983 / January 1984,,199.95,GBP,£199.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,stechford cycles californian complete bike december 1983 january 1984 199 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0334,V20-ABMX-0050,,,Patterson,Patterson complete bike,Complete bike,December 1983 / January 1984,,100.95,GBP,£100.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,patterson patterson complete bike december 1983 january 1984 100 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0335,V20-ABMX-0050,,,CW,CW Z frame,Frame,December 1983 / January 1984,,158.95,GBP,£158.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,cw cw z frame december 1983 january 1984 158 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0336,V20-ABMX-0051,,,Skyway,T/A frame and fork set,Frame and fork set,December 1983 / January 1984,,170,GBP,£170.00,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,skyway t a frame and fork set december 1983 january 1984 170 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0337,V20-ABMX-0051,,,GT,Frame and fork set,Frame and fork set,December 1983 / January 1984,,119.95,GBP,£119.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,gt frame and fork set december 1983 january 1984 119 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0338,V20-ABMX-0051,,,Redline,600A frame and fork set,Frame and fork set,December 1983 / January 1984,,134.95,GBP,£134.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,redline 600a frame and fork set december 1983 january 1984 134 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0339,V20-ABMX-0051,,,Kuwahara,1983 frame and fork set,Frame and fork set,December 1983 / January 1984,,144.95,GBP,£144.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,kuwahara 1983 frame and fork set december 1983 january 1984 144 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0340,V20-ABMX-0051,,,Skyway,Tuff wheel pair,Wheelset,December 1983 / January 1984,,59.95,GBP,£59.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,skyway tuff wheel pair december 1983 january 1984 59 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0341,V20-ABMX-0051,,,ACS,Z wheel pair,Wheelset,December 1983 / January 1984,,42.95,GBP,£42.95,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,acs z wheel pair december 1983 january 1984 42 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0342,V20-ABMX-0055,,,Diamond Back,Harry Leary Turbo complete bike,Complete bike,December 1983 / January 1984,,330,GBP,£330 plus £8 carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,diamond back harry leary turbo complete bike december 1983 january 1984 330 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0343,V20-ABMX-0055,,,Diamond Back,Silver Streak complete bike,Complete bike,December 1983 / January 1984,,220,GBP,£220 plus £8 carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,diamond back silver streak complete bike december 1983 january 1984 220 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0344,V20-ABMX-0055,,,Mongoose,California complete bike,Complete bike,December 1983 / January 1984,,175,GBP,£175 plus £8 carriage,Advertised period price,United Kingdom,Period publication,Indexed issue text; the amount/item pairing is retained pending page-image comparison.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/87-december%20%2F%20january-eighty-three,INDEX-ONLY,mongoose california complete bike december 1983 january 1984 175 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 87 december 20 2f 20january eighty three,RETAIN — source-specific observation,Source-specific period amount. Page-image comparison remains pending; no inflation adjustment or averaging is applied.,2026-08-01,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
